Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Region,Category,Sub-Category,Sales
CA-2015-163293,2015-09-08,11/09/2015,First Class,Karen Carlisle,Corporate,Macon,Georgia,South,Technology,Accessories,32.97
CA-2015-163293,2015-09-08,11/09/2015,First Class,Karen Carlisle,Corporate,Macon,Georgia,South,Technology,Accessories,83.88
CA-2017-160815,2017-09-05,06/09/2017,First Class,Toby Ritter,Consumer,Cedar Rapids,Iowa,Central,Technology,Phones,278.4
CA-2018-122154,2018-04-09,11/04/2018,First Class,Sue Ann Reed,Consumer,Jacksonville,Florida,South,Office Supplies,Labels,15.12
CA-2018-122154,2018-04-09,11/04/2018,First Class,Sue Ann Reed,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,17.43
CA-2018-122154,2018-04-09,11/04/2018,First Class,Sue Ann Reed,Consumer,Jacksonville,Florida,South,Office Supplies,Paper,251.64
US-2016-149692,2016-12-06,12/12/2016,Standard Class,Katrina Willman,Consumer,Austin,Texas,Central,Office Supplies,Binders,2.772
CA-2017-119445,2017-06-26,03/07/2017,Standard Class,Gene McClure,Consumer,Providence,Rhode Island,East,Office Supplies,Storage,14.9
CA-2016-124268,2016-07-04,08/07/2016,Standard Class,Alan Dominguez,Home Office,New York City,New York,East,Office Supplies,Art,15.48
CA-2017-154711,2017-11-22,26/11/2017,Standard Class,Todd Boyes,Corporate,New York City,New York,East,Furniture,Furnishings,39.88
CA-2017-154711,2017-11-22,26/11/2017,Standard Class,Todd Boyes,Corporate,New York City,New York,East,Office Supplies,Binders,12.192
CA-2017-154711,2017-11-22,26/11/2017,Standard Class,Todd Boyes,Corporate,New York City,New York,East,Office Supplies,Art,20.82
CA-2017-163384,2017-11-10,12/11/2017,First Class,Chuck Clark,Home Office,San Francisco,California,West,Office Supplies,Binders,13.216
CA-2017-163384,2017-11-10,12/11/2017,First Class,Chuck Clark,Home Office,San Francisco,California,West,Office Supplies,Paper,32.4
CA-2016-101707,2016-08-27,01/09/2016,Standard Class,Philip Fox,Consumer,San Diego,California,West,Office Supplies,Supplies,32.94
CA-2016-101707,2016-08-27,01/09/2016,Standard Class,Philip Fox,Consumer,San Diego,California,West,Office Supplies,Paper,114.2
CA-2016-101707,2016-08-27,01/09/2016,Standard Class,Philip Fox,Consumer,San Diego,California,West,Office Supplies,Labels,3.08
CA-2016-138898,2016-05-25,29/05/2016,Standard Class,Justin Hirsh,Consumer,Pueblo,Colorado,West,Office Supplies,Appliances,845.728
CA-2018-115427,2018-12-30,03/01/2019,Standard Class,Erica Bern,Corporate,Fairfield,California,West,Office Supplies,Binders,13.904
CA-2018-115427,2018-12-30,03/01/2019,Standard Class,Erica Bern,Corporate,Fairfield,California,West,Office Supplies,Binders,20.72
CA-2017-134425,2017-12-08,12/12/2017,Second Class,Quincy Jones,Corporate,Saint Paul,Minnesota,Central,Technology,Phones,114.95
CA-2016-121391,2016-10-04,07/10/2016,First Class,Alex Avila,Consumer,San Francisco,California,West,Office Supplies,Storage,26.96
CA-2017-137043,2017-12-23,25/12/2017,Second Class,Logan Currie,Consumer,Springfield,Virginia,South,Furniture,Furnishings,572.76
CA-2017-137043,2017-12-23,25/12/2017,Second Class,Logan Currie,Consumer,Springfield,Virginia,South,Furniture,Furnishings,286.38
CA-2016-115847,2016-09-19,24/09/2016,Second Class,Tracy Collins,Home Office,Arlington,Virginia,South,Furniture,Bookcases,61.96
US-2018-126179,2018-07-03,07/07/2018,Standard Class,Chuck Sachs,Consumer,Columbus,Georgia,South,Furniture,Furnishings,23.99
US-2018-126179,2018-07-03,07/07/2018,Standard Class,Chuck Sachs,Consumer,Columbus,Georgia,South,Technology,Phones,287.97
CA-2017-101966,2017-07-14,16/07/2017,Second Class,Bryan Mills,Consumer,Houston,Texas,Central,Technology,Phones,419.944
CA-2017-141397,2017-06-20,21/06/2017,First Class,Roy Collins,Consumer,Pasadena,California,West,Office Supplies,Paper,46.76
CA-2017-141397,2017-06-20,21/06/2017,First Class,Roy Collins,Consumer,Pasadena,California,West,Office Supplies,Binders,17.712
CA-2017-141397,2017-06-20,21/06/2017,First Class,Roy Collins,Consumer,Pasadena,California,West,Office Supplies,Appliances,21.78
CA-2017-141397,2017-06-20,21/06/2017,First Class,Roy Collins,Consumer,Pasadena,California,West,Office Supplies,Storage,161.94
CA-2017-141397,2017-06-20,21/06/2017,First Class,Roy Collins,Consumer,Pasadena,California,West,Furniture,Chairs,161.568
CA-2017-141082,2017-12-09,13/12/2017,Standard Class,Fred McMath,Consumer,Lawrence,Massachusetts,East,Office Supplies,Labels,3.69
CA-2017-141082,2017-12-09,13/12/2017,Standard Class,Fred McMath,Consumer,Lawrence,Massachusetts,East,Office Supplies,Labels,122.12
US-2017-134488,2017-09-24,01/10/2017,Standard Class,Pete Kriz,Consumer,Columbus,Ohio,East,Furniture,Chairs,155.372
CA-2017-145919,2017-12-18,23/12/2017,Standard Class,Henry Goldwyn,Corporate,Los Angeles,California,West,Office Supplies,Paper,38.88
CA-2017-145919,2017-12-18,23/12/2017,Standard Class,Henry Goldwyn,Corporate,Los Angeles,California,West,Furniture,Furnishings,183.84
CA-2017-145919,2017-12-18,23/12/2017,Standard Class,Henry Goldwyn,Corporate,Los Angeles,California,West,Office Supplies,Supplies,579.3
CA-2018-157651,2018-12-10,14/12/2018,Standard Class,Helen Andreada,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,14.2
CA-2015-160773,2015-07-01,05/07/2015,Standard Class,Laurel Workman,Corporate,Deltona,Florida,South,Technology,Phones,575.92
CA-2015-160773,2015-07-01,05/07/2015,Standard Class,Laurel Workman,Corporate,Deltona,Florida,South,Office Supplies,Binders,5.184
CA-2018-167703,2018-02-03,08/02/2018,Standard Class,Matt Collins,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,5.229
CA-2018-167703,2018-02-03,08/02/2018,Standard Class,Matt Collins,Consumer,Cincinnati,Ohio,East,Office Supplies,Storage,285.552
CA-2018-121804,2018-03-03,08/03/2018,Standard Class,Liz Preis,Consumer,Murray,Kentucky,South,Office Supplies,Appliances,72.8
CA-2018-162635,2018-10-09,10/10/2018,First Class,Evan Bailliet,Consumer,Wilmington,North Carolina,South,Office Supplies,Paper,10.816
CA-2015-107153,2015-09-28,03/10/2015,Standard Class,George Zrebassa,Corporate,Lawrence,Massachusetts,East,Office Supplies,Storage,46.26
US-2015-117058,2015-05-27,30/05/2015,First Class,Laurel Elliston,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,17.46
CA-2016-120439,2016-06-14,18/06/2016,Standard Class,Alan Dominguez,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,51.072
CA-2017-128258,2017-03-30,01/04/2017,First Class,Cathy Prescott,Corporate,Norwich,Connecticut,East,Office Supplies,Paper,11.34
CA-2018-106033,2018-10-15,18/10/2018,Second Class,Frank Gastineau,Home Office,San Francisco,California,West,Office Supplies,Art,87.92
CA-2017-142762,2017-05-23,27/05/2017,Standard Class,Lisa DeCherney,Consumer,San Francisco,California,West,Furniture,Furnishings,37.05
CA-2018-127705,2018-06-02,06/06/2018,Standard Class,Alejandro Ballentine,Home Office,Lorain,Ohio,East,Technology,Phones,2.97
CA-2018-127705,2018-06-02,06/06/2018,Standard Class,Alejandro Ballentine,Home Office,Lorain,Ohio,East,Office Supplies,Storage,27.44
CA-2015-122567,2015-02-16,21/02/2015,Standard Class,Michael Nguyen,Consumer,Dallas,Texas,Central,Office Supplies,Binders,1.08
CA-2015-122567,2015-02-16,21/02/2015,Standard Class,Michael Nguyen,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,7.96
CA-2015-121664,2015-05-06,10/05/2015,Standard Class,Harold Pawlan,Home Office,Los Angeles,California,West,Office Supplies,Binders,140.736
CA-2017-122133,2017-05-16,23/05/2017,Standard Class,Jim Radford,Consumer,Middletown,Connecticut,East,Office Supplies,Storage,552.56
US-2018-123281,2018-04-02,07/04/2018,Standard Class,Jamie Frazer,Consumer,Los Angeles,California,West,Furniture,Furnishings,25.11
CA-2018-100524,2018-03-31,02/04/2018,Second Class,Chad McGuire,Consumer,New York City,New York,East,Furniture,Furnishings,29.78
CA-2018-100524,2018-03-31,02/04/2018,Second Class,Chad McGuire,Consumer,New York City,New York,East,Technology,Phones,677.58
CA-2018-100524,2018-03-31,02/04/2018,Second Class,Chad McGuire,Consumer,New York City,New York,East,Office Supplies,Paper,75.04
CA-2018-113481,2018-01-02,04/01/2018,First Class,Aaron Smayling,Corporate,Jacksonville,North Carolina,South,Technology,Machines,695.7
CA-2018-113481,2018-01-02,04/01/2018,First Class,Aaron Smayling,Corporate,Jacksonville,North Carolina,South,Office Supplies,Binders,15.66
CA-2018-113481,2018-01-02,04/01/2018,First Class,Aaron Smayling,Corporate,Jacksonville,North Carolina,South,Office Supplies,Binders,28.854
CA-2016-131758,2016-05-28,01/06/2016,Standard Class,Karl Braun,Consumer,Freeport,New York,East,Office Supplies,Art,47.82
CA-2016-131758,2016-05-28,01/06/2016,Standard Class,Karl Braun,Consumer,Freeport,New York,East,Office Supplies,Labels,13.05
CA-2015-118339,2015-03-17,24/03/2015,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Appliances,93.78
CA-2015-118339,2015-03-17,24/03/2015,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Paper,47.18
CA-2015-118339,2015-03-17,24/03/2015,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Art,19.68
CA-2015-118339,2015-03-17,24/03/2015,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Binders,53.4
CA-2015-118339,2015-03-17,24/03/2015,Standard Class,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,Office Supplies,Binders,35.88
CA-2015-153976,2015-10-03,08/10/2015,Second Class,Beth Paige,Consumer,Evanston,Illinois,Central,Furniture,Chairs,258.279
CA-2017-162901,2017-03-28,31/03/2017,First Class,Aaron Smayling,Corporate,Arlington,Virginia,South,Office Supplies,Storage,31.4
CA-2018-162978,2018-05-04,09/05/2018,Standard Class,Lindsay Williams,Corporate,San Francisco,California,West,Technology,Phones,183.96
CA-2018-162978,2018-05-04,09/05/2018,Standard Class,Lindsay Williams,Corporate,San Francisco,California,West,Office Supplies,Paper,17.61
CA-2018-162978,2018-05-04,09/05/2018,Standard Class,Lindsay Williams,Corporate,San Francisco,California,West,Furniture,Tables,300.904
US-2015-160444,2015-07-05,05/07/2015,Same Day,Dan Campbell,Consumer,Houston,Texas,Central,Office Supplies,Storage,220.776
US-2015-160444,2015-07-05,05/07/2015,Same Day,Dan Campbell,Consumer,Houston,Texas,Central,Office Supplies,Storage,281.424
CA-2017-145247,2017-05-05,07/05/2017,First Class,Natalie DeCherney,Consumer,Louisville,Kentucky,South,Office Supplies,Paper,79.14
CA-2018-160045,2018-04-26,27/04/2018,First Class,Larry Blacks,Consumer,Fort Worth,Texas,Central,Furniture,Furnishings,1.988
US-2015-151925,2015-09-26,01/10/2015,Second Class,Kean Takahito,Consumer,Los Angeles,California,West,Furniture,Chairs,145.568
CA-2018-125199,2018-10-19,25/10/2018,Standard Class,Harry Marie,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,123.256
CA-2018-125199,2018-10-19,25/10/2018,Standard Class,Harry Marie,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,23.68
CA-2018-125199,2018-10-19,25/10/2018,Standard Class,Harry Marie,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,309.576
US-2018-155425,2018-11-10,11/11/2018,First Class,Ann Blume,Corporate,Tucson,Arizona,West,Office Supplies,Binders,38.388
US-2018-155425,2018-11-10,11/11/2018,First Class,Ann Blume,Corporate,Tucson,Arizona,West,Technology,Machines,95.994
US-2018-155425,2018-11-10,11/11/2018,First Class,Ann Blume,Corporate,Tucson,Arizona,West,Technology,Accessories,239.952
US-2018-155425,2018-11-10,11/11/2018,First Class,Ann Blume,Corporate,Tucson,Arizona,West,Technology,Phones,201.584
US-2018-155425,2018-11-10,11/11/2018,First Class,Ann Blume,Corporate,Tucson,Arizona,West,Furniture,Chairs,899.136
CA-2018-133249,2018-07-08,11/07/2018,First Class,Sam Zeldin,Home Office,Pico Rivera,California,West,Furniture,Furnishings,145.9
US-2016-103471,2016-12-24,28/12/2016,Standard Class,Jim Radford,Consumer,Colorado Springs,Colorado,West,Furniture,Bookcases,590.058
US-2016-103471,2016-12-24,28/12/2016,Standard Class,Jim Radford,Consumer,Colorado Springs,Colorado,West,Office Supplies,Art,14.04
CA-2018-136672,2018-03-07,12/03/2018,Standard Class,Michael Granlund,Home Office,Clinton,Maryland,East,Technology,Accessories,49.08
US-2015-157021,2015-04-01,06/04/2015,Second Class,Kunst Miller,Consumer,Vallejo,California,West,Office Supplies,Labels,29.6
US-2015-157021,2015-04-01,06/04/2015,Second Class,Kunst Miller,Consumer,Vallejo,California,West,Office Supplies,Binders,17.088
CA-2016-120362,2016-09-14,19/09/2016,Standard Class,Christina Anderson,Consumer,Provo,Utah,West,Furniture,Tables,912.75
CA-2015-126361,2015-08-04,09/08/2015,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,West,Office Supplies,Appliances,1089.75
CA-2015-126361,2015-08-04,09/08/2015,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,West,Office Supplies,Paper,447.84
CA-2015-126361,2015-08-04,09/08/2015,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,West,Office Supplies,Art,16.4
CA-2015-126361,2015-08-04,09/08/2015,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,West,Technology,Phones,399.96
CA-2015-126361,2015-08-04,09/08/2015,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,West,Office Supplies,Storage,158.9
CA-2015-126361,2015-08-04,09/08/2015,Second Class,Valerie Dominguez,Consumer,Pleasant Grove,Utah,West,Office Supplies,Binders,13.184
US-2017-100566,2017-09-03,09/09/2017,Standard Class,Julie Kriz,Home Office,Aurora,Illinois,Central,Furniture,Furnishings,83.952
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Office Supplies,Storage,80.98
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Office Supplies,Paper,348.84
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Office Supplies,Fasteners,9.45
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Furniture,Furnishings,18.84
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Furniture,Bookcases,239.98
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Office Supplies,Envelopes,167.96
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Technology,Phones,104.85
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Technology,Phones,484.83
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Office Supplies,Paper,122.97
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Office Supplies,Storage,154.44
US-2017-108504,2017-02-05,05/02/2017,Same Day,Paul Prost,Home Office,Smyrna,Georgia,South,Office Supplies,Paper,342.37
CA-2018-124828,2018-07-03,04/07/2018,First Class,Yana Sorensen,Corporate,Burlington,North Carolina,South,Office Supplies,Art,9.552
US-2018-117247,2018-10-09,14/10/2018,Standard Class,Cyma Kinney,Corporate,Aurora,Illinois,Central,Furniture,Tables,652.45
US-2018-117247,2018-10-09,14/10/2018,Standard Class,Cyma Kinney,Corporate,Aurora,Illinois,Central,Furniture,Tables,66.645
CA-2017-124485,2017-11-24,26/11/2017,First Class,Nat Carroll,Consumer,New York City,New York,East,Office Supplies,Binders,17.216
CA-2017-124485,2017-11-24,26/11/2017,First Class,Nat Carroll,Consumer,New York City,New York,East,Office Supplies,Paper,11.56
CA-2017-124485,2017-11-24,26/11/2017,First Class,Nat Carroll,Consumer,New York City,New York,East,Technology,Accessories,88.4
CA-2017-124485,2017-11-24,26/11/2017,First Class,Nat Carroll,Consumer,New York City,New York,East,Office Supplies,Paper,6.48
CA-2017-159212,2017-11-01,05/11/2017,Standard Class,Katherine Murray,Home Office,Salem,Virginia,South,Technology,Phones,21.8
CA-2017-159212,2017-11-01,05/11/2017,Standard Class,Katherine Murray,Home Office,Salem,Virginia,South,Office Supplies,Envelopes,251.79
US-2017-161396,2017-04-19,25/04/2017,Standard Class,Gary Mitchum,Home Office,Columbus,Ohio,East,Furniture,Tables,205.176
US-2017-161396,2017-04-19,25/04/2017,Standard Class,Gary Mitchum,Home Office,Columbus,Ohio,East,Office Supplies,Paper,419.4
US-2015-118486,2015-04-06,08/04/2015,First Class,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,10.304
US-2015-118486,2015-04-06,08/04/2015,First Class,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,154.764
US-2015-118486,2015-04-06,08/04/2015,First Class,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,116.784
CA-2017-130407,2017-09-02,06/09/2017,Standard Class,Karen Daniels,Consumer,New York City,New York,East,Office Supplies,Art,75.48
CA-2017-130407,2017-09-02,06/09/2017,Standard Class,Karen Daniels,Consumer,New York City,New York,East,Furniture,Furnishings,39.98
US-2017-122245,2017-09-25,30/09/2017,Standard Class,Adrian Barton,Consumer,Phoenix,Arizona,West,Furniture,Tables,393.165
CA-2018-105144,2018-11-04,11/11/2018,Standard Class,Sam Zeldin,Home Office,Grand Prairie,Texas,Central,Office Supplies,Labels,23.68
CA-2017-136329,2017-07-09,13/07/2017,Standard Class,Jonathan Doherty,Corporate,New York City,New York,East,Furniture,Chairs,408.006
CA-2017-136329,2017-07-09,13/07/2017,Standard Class,Jonathan Doherty,Corporate,New York City,New York,East,Furniture,Furnishings,165.28
CA-2015-146640,2015-06-30,05/07/2015,Standard Class,Helen Abelman,Consumer,New York City,New York,East,Office Supplies,Binders,334.768
CA-2018-115994,2018-01-28,31/01/2018,Second Class,Beth Thompson,Home Office,Costa Mesa,California,West,Technology,Accessories,239.97
CA-2018-115994,2018-01-28,31/01/2018,Second Class,Beth Thompson,Home Office,Costa Mesa,California,West,Furniture,Furnishings,37.74
CA-2016-126697,2016-09-21,24/09/2016,First Class,Stuart Van,Corporate,Houston,Texas,Central,Technology,Phones,946.344
CA-2016-126697,2016-09-21,24/09/2016,First Class,Stuart Van,Corporate,Houston,Texas,Central,Technology,Accessories,151.2
CA-2016-126697,2016-09-21,24/09/2016,First Class,Stuart Van,Corporate,Houston,Texas,Central,Furniture,Furnishings,4.928
CA-2016-124800,2016-09-26,30/09/2016,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,West,Office Supplies,Paper,86.272
CA-2016-124800,2016-09-26,30/09/2016,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,West,Office Supplies,Binders,72.588
CA-2016-124800,2016-09-26,30/09/2016,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,West,Office Supplies,Appliances,60.672
CA-2016-124800,2016-09-26,30/09/2016,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,West,Office Supplies,Binders,77.031
CA-2016-124800,2016-09-26,30/09/2016,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,West,Office Supplies,Storage,119.904
CA-2016-124800,2016-09-26,30/09/2016,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,West,Technology,Phones,263.96
CA-2016-124800,2016-09-26,30/09/2016,Standard Class,Rick Wilson,Corporate,Mesa,Arizona,West,Office Supplies,Storage,363.648
US-2016-164448,2016-10-31,04/11/2016,Second Class,Damala Kotsonis,Corporate,Salinas,California,West,Office Supplies,Binders,9.728
US-2016-164448,2016-10-31,04/11/2016,Second Class,Damala Kotsonis,Corporate,Salinas,California,West,Office Supplies,Envelopes,14.75
US-2016-164448,2016-10-31,04/11/2016,Second Class,Damala Kotsonis,Corporate,Salinas,California,West,Office Supplies,Binders,29.8
US-2016-164448,2016-10-31,04/11/2016,Second Class,Damala Kotsonis,Corporate,Salinas,California,West,Office Supplies,Labels,427.42
CA-2018-122700,2018-11-26,30/11/2018,Standard Class,Liz Thompson,Consumer,Columbus,Ohio,East,Technology,Phones,220.752
CA-2015-120768,2015-12-19,21/12/2015,Second Class,Irene Maddox,Consumer,Florence,Alabama,South,Office Supplies,Binders,152.76
CA-2015-120768,2015-12-19,21/12/2015,Second Class,Irene Maddox,Consumer,Florence,Alabama,South,Office Supplies,Supplies,7.27
CA-2015-120768,2015-12-19,21/12/2015,Second Class,Irene Maddox,Consumer,Florence,Alabama,South,Furniture,Chairs,1819.86
US-2017-153129,2017-12-26,30/12/2017,Standard Class,Frank Preis,Consumer,Seattle,Washington,West,Office Supplies,Paper,33.9
CA-2018-106852,2018-06-20,27/06/2018,Standard Class,Shui Tom,Consumer,Parma,Ohio,East,Office Supplies,Paper,31.104
CA-2018-106852,2018-06-20,27/06/2018,Standard Class,Shui Tom,Consumer,Parma,Ohio,East,Office Supplies,Art,5.248
CA-2016-139731,2016-10-15,15/10/2016,Same Day,Joel Eaton,Consumer,Amarillo,Texas,Central,Technology,Accessories,263.88
CA-2016-139731,2016-10-15,15/10/2016,Same Day,Joel Eaton,Consumer,Amarillo,Texas,Central,Furniture,Chairs,2453.43
CA-2018-122735,2018-04-12,15/04/2018,Second Class,Bill Donatelli,Consumer,Providence,Rhode Island,East,Office Supplies,Binders,29.7
CA-2018-122735,2018-04-12,15/04/2018,Second Class,Bill Donatelli,Consumer,Providence,Rhode Island,East,Office Supplies,Paper,39.96
CA-2018-128160,2018-12-19,24/12/2018,Second Class,Michael Moore,Consumer,San Francisco,California,West,Office Supplies,Binders,36.672
CA-2018-117695,2018-08-05,08/08/2018,First Class,Pauline Webber,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,13.76
CA-2016-166135,2016-10-01,06/10/2016,Standard Class,Shaun Chance,Corporate,Aurora,Colorado,West,Office Supplies,Storage,139.424
CA-2017-133725,2017-05-23,28/05/2017,Standard Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Technology,Phones,1979.928
CA-2018-102337,2018-06-13,16/06/2018,First Class,Shirley Daniels,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,164.736
CA-2018-102337,2018-06-13,16/06/2018,First Class,Shirley Daniels,Home Office,Chicago,Illinois,Central,Furniture,Chairs,470.302
CA-2018-102337,2018-06-13,16/06/2018,First Class,Shirley Daniels,Home Office,Chicago,Illinois,Central,Technology,Phones,47.984
US-2015-112564,2015-04-23,24/04/2015,First Class,Theresa Swint,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.502
CA-2016-145821,2016-05-01,07/05/2016,Standard Class,Jennifer Braxton,Corporate,Los Angeles,California,West,Technology,Phones,88.752
US-2016-160150,2016-07-19,20/07/2016,First Class,Thais Sissman,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,2.025
CA-2017-133711,2017-11-26,29/11/2017,First Class,Mark Cousins,Corporate,Mobile,Alabama,South,Office Supplies,Paper,70.98
CA-2017-133711,2017-11-26,29/11/2017,First Class,Mark Cousins,Corporate,Mobile,Alabama,South,Office Supplies,Binders,91.68
CA-2017-133711,2017-11-26,29/11/2017,First Class,Mark Cousins,Corporate,Mobile,Alabama,South,Office Supplies,Binders,33.75
CA-2017-133711,2017-11-26,29/11/2017,First Class,Mark Cousins,Corporate,Mobile,Alabama,South,Technology,Machines,3040.0
CA-2018-148474,2018-06-12,19/06/2018,Standard Class,Maria Etezadi,Home Office,Columbus,Georgia,South,Office Supplies,Binders,91.2
CA-2018-148474,2018-06-12,19/06/2018,Standard Class,Maria Etezadi,Home Office,Columbus,Georgia,South,Furniture,Tables,452.94
CA-2016-111297,2016-08-17,21/08/2016,Standard Class,Shaun Chance,Corporate,New Bedford,Massachusetts,East,Office Supplies,Binders,52.2
CA-2017-123722,2017-09-25,01/10/2017,Standard Class,Nicole Hansen,Corporate,Irving,Texas,Central,Office Supplies,Labels,15.936
CA-2015-155271,2015-05-04,04/05/2015,Same Day,Andrew Allen,Consumer,Middletown,Connecticut,East,Furniture,Furnishings,27.46
CA-2016-119907,2016-12-01,08/12/2016,Standard Class,Logan Currie,Consumer,Seattle,Washington,West,Office Supplies,Binders,55.424
US-2017-128902,2017-03-11,15/03/2017,Standard Class,Mick Brown,Consumer,Vineland,New Jersey,East,Furniture,Tables,244.006
CA-2017-152289,2017-08-26,28/08/2017,First Class,Linda Cazamias,Corporate,Pasadena,Texas,Central,Technology,Accessories,159.984
CA-2017-152289,2017-08-26,28/08/2017,First Class,Linda Cazamias,Corporate,Pasadena,Texas,Central,Furniture,Chairs,1024.716
US-2017-104794,2017-12-16,19/12/2017,First Class,Keith Dawkins,Corporate,New York City,New York,East,Office Supplies,Fasteners,3.68
CA-2015-151708,2015-08-08,14/08/2015,Standard Class,Maria Bertelson,Consumer,Glendale,Arizona,West,Furniture,Furnishings,121.376
CA-2015-151708,2015-08-08,14/08/2015,Standard Class,Maria Bertelson,Consumer,Glendale,Arizona,West,Technology,Accessories,95.976
CA-2016-100769,2016-05-16,16/05/2016,Same Day,Tracy Hopkins,Home Office,Jacksonville,Florida,South,Technology,Accessories,255.968
CA-2018-139199,2018-12-09,13/12/2018,Standard Class,Damala Kotsonis,Corporate,Detroit,Michigan,Central,Furniture,Chairs,872.94
CA-2018-139199,2018-12-09,13/12/2018,Standard Class,Damala Kotsonis,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,41.54
CA-2018-139199,2018-12-09,13/12/2018,Standard Class,Damala Kotsonis,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,12.96
US-2016-161466,2016-09-24,27/09/2016,Second Class,Odella Nelson,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,6.848
CA-2018-164959,2018-07-11,15/07/2018,Standard Class,Katherine Nockton,Corporate,Los Angeles,California,West,Office Supplies,Labels,8.67
US-2016-105676,2016-12-01,02/12/2016,Same Day,Neoma Murray,Consumer,Houston,Texas,Central,Furniture,Furnishings,6.688
CA-2017-113138,2017-11-19,25/11/2017,Standard Class,Nora Pelletier,Home Office,Niagara Falls,New York,East,Office Supplies,Art,17.28
CA-2017-113138,2017-11-19,25/11/2017,Standard Class,Nora Pelletier,Home Office,Niagara Falls,New York,East,Office Supplies,Binders,17.712
US-2018-104955,2018-03-19,24/03/2018,Standard Class,Catherine Glotzbach,Home Office,New York City,New York,East,Office Supplies,Labels,28.91
CA-2017-121958,2017-11-13,17/11/2017,Standard Class,Cindy Stewart,Consumer,Thomasville,North Carolina,South,Office Supplies,Supplies,52.136
CA-2018-121468,2018-11-19,20/11/2018,First Class,Katherine Ducich,Consumer,Westminster,California,West,Technology,Phones,31.968
US-2017-108455,2017-12-02,08/12/2017,Standard Class,Mike Kennedy,Consumer,San Francisco,California,West,Office Supplies,Paper,25.92
US-2017-108455,2017-12-02,08/12/2017,Standard Class,Mike Kennedy,Consumer,San Francisco,California,West,Office Supplies,Paper,40.46
US-2017-108455,2017-12-02,08/12/2017,Standard Class,Mike Kennedy,Consumer,San Francisco,California,West,Office Supplies,Storage,33.87
CA-2018-101210,2018-08-25,28/08/2018,Second Class,Don Weiss,Consumer,Jackson,Tennessee,South,Office Supplies,Art,9.728
